type,query,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,text
RT,#ercot,PHIL91150898,1531,3549,0,40205,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,RepJamesFrank,3641,423,132,3297,ChadHastyRadio,4552,1128,112,64458,"RT @ChadHastyRadio: Back on air from 5-7pm on @KFYO, @1470kyyw, and @NewsTalk1290. @RepJamesFrank joins us at 5:17! #txlege #ercot https://…"
RT,#ercot,alexis_tth,538,24,39,43571,arealpastiche,660,1349,36,22771,RT @arealpastiche: For your #SundaySchool #ExtraCredit I've got three #Texas pols - two mayors and a Congressman - talking #ERCOT #waterdam…
Tweet,#ercot,kc5knd,192,283,5,1187,kc5knd,660,1349,36,22771,For those not familiar; Heating Degree Day: avg daily temp below 65°F. Cooling Degree Day: avg daily temp above 65°… https://t.co/yd5GmwS0wT
Tweet,#ercot,dbcscott,78,98,4,3655,dbcscott,660,1349,36,22771,"So @LtGovTX came to #Lubbock, I guess to reassure folks in Lakeridge and Ransom Canyon that rolling blackouts would… https://t.co/2Q6rezTDun"
Tweet,#ercot,arealpastiche,660,1349,36,22771,arealpastiche,660,1349,36,22771,For your #SundaySchool #ExtraCredit I've got three #Texas pols - two mayors and a Congressman - talking #ERCOT… https://t.co/zeVaYCqF8X
RT,#ercot,71_cj_,78,181,0,1069,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,Klee34036780,3328,3516,24,158580,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,RLee2752,197,245,1,210,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,Happygirldeb1,3581,3588,2,9050,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
Tweet,#ercot,TwoShot73404685,3,18,0,116,TwoShot73404685,1238,745,0,1460,@HARRISFAULKNER please verify guest knowledge. #Texas gas plants did not freeze. Natural Gas vapors at -260F. Green… https://t.co/h6AROppAGI
RT,#ercot,OhLouiss,214,286,0,9299,News4SA,201155,3559,1168,274857,"RT @News4SA: .@Ron_Nirenberg had this to say about #ERCOT: ""As far as I'm concerned, that bill should be send to ERCOT and there will be he…"
RT,#ercot,NoeliaIzarza,1243,88,3,202,Matt_VanDyke,383346,298468,1498,4742,"RT @Matt_VanDyke: To those who praised #deregulation in #Texas as if it's some kind of political virtue...

The utility companies are laugh…"
RT,#ercot,JeromeL87020009,38,163,0,3036,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
Tweet,#ercot,bshorhozer,2557,2573,0,29147,bshorhozer,1238,745,0,1460,"Wait , what?! #ercot #TexasFreeze @tedcruz @GregAbbott_TX are allowing this absolute gouging by the utilities compa… https://t.co/QvzcPnqDSL"
Tweet,#ercot,EnergyCentral,9470,731,612,30563,EnergyCentral,1238,745,0,1460,"#Texas, #ERCOT, and #Winter Storm Outages: An End-of-Week Review from #Energy Central Community Members… https://t.co/dB54DLPGX0"
Tweet,#ercot,jenesuispasbava,31,43,0,29,jenesuispasbava,1238,745,0,1460,Final update (2/22/2021 6 pm Central): total outage now below pre-storm levels. See y'all in 2031 when this happens… https://t.co/Duz6ZlbGQA
Tweet,#ercot,bullriders1,1380,67,125,141045,bullriders1,1238,745,0,1460,"#Texas #ERCOT CEO Bill Magness days before storm: ""We're READY for the cold temperatures coming our way."" 🤡… https://t.co/UAXVV8lQOM"
RT,#ercot,Ribick11,10755,7770,0,43299,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,AndyRamsden4,6830,6709,6,48114,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,Keechie82,1,37,0,67,FrauSmiley,157,430,0,1771,"RT @FrauSmiley: We cannot allow ERCOT, the PUC, Oncor and CoServe to continue with business as usual. We need to move Texas toward a more p…"
Tweet,#ercot,wvben,251,649,13,13218,wvben,157,430,0,1771,#kprc #kprcradio #TexasStrong #TexasFreeze #TexasBlackout #ERCOT #AFAWNF Texas was not denied. https://t.co/bb3euCuIpt
RT,#ercot,pinata1138,13217,14462,14,221804,CivilRightsStan,459,1051,4,14400,RT @CivilRightsStan: @dogsbf @DeeeLite27 @pinata1138 @KildayMorgan We see how that self-regulation thing went in #Texas with #ERCOT and the…
Tweet,#ercot,valerieknees,1469,1940,36,9631,valerieknees,459,1051,4,14400,One underreported storm story is the number of people who ended up getting back together with lackluster exes simpl… https://t.co/jHu7ur9ObM
RT,#ercot,samantha_unity,2301,2535,0,3209,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,ChrisBBaconn,132,680,0,4042,ExpatMontanan,365,1383,2,2224,RT @ExpatMontanan: The GOP Playbook:                                   Lie.                                                              Bl…
Tweet,#ercot,DirttDurkTexaz,73,155,0,2777,DirttDurkTexaz,365,1383,2,2224,"YO @lovelyti @Timcast @themoneygps @boom_bull 
WHN YALL TELL THE STORY OF THA #TexasWinterStorm2021 #TexasPowerGrid… https://t.co/6Jcb5v8olr"
RT,#ercot,lordstanley2019,2263,2084,0,4909,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,OneAndOnlyKT21,10957,11744,1,30185,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,USAVeteran5,4797,2997,1,8468,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
Tweet,#ercot,AleshireLaw,522,530,4,2843,AleshireLaw,1238,745,0,1460,"#ERCOT Just looking broadly at the ERCOT concept, climate future &amp; its recent performance, I ask:

Is the ERCOT mod… https://t.co/40SqZWvf5U"
Tweet,#ercot,wvben,251,649,13,13218,wvben,1238,745,0,1460,How is a 5 figure power bill not criminal price gouging? Heartless. #ercot #TheFinal5
Tweet,#ercot,AFAWNF,442,2319,2,17108,AFAWNF,1238,745,0,1460,https://t.co/ycZrmj29X0 #TexasStrong #TexasFreeze #TexasBlackout #ERCOT
RT,#ercot,PauWitkowski,24298,25257,1,151929,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
RT,#ercot,CynaneTheGreat,1118,1259,3,2087,TexasOU812,1238,745,0,1460,RT @TexasOU812: 💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made them PUR…
Tweet,#ercot,TexasOU812,1238,745,0,1460,TexasOU812,1238,745,0,1460,💥Biden's Head of Dept of Energy demanded #Texas energy grid operator #ERCOT stay w/i green energy standards &amp; made… https://t.co/LbLgghDOSJ
RT,#ercot,kyrib,1274,883,27,1733,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,janekleeb,19533,9095,449,73590,CWynnykWilson,1527,3262,115,69699,"RT @CWynnykWilson: .@MeetThePress LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via #F…"
Tweet,#ercot,solarbyjake,19,484,0,38,solarbyjake,1527,3262,115,69699,"https://t.co/JRvIl5Q4gH

#solar #mcallen #TexasStrong #oneyearfree #nopayments #electricity #power #energy #savings… https://t.co/b69uuGR9mA"
Tweet,#ercot,valerieknees,1469,1940,36,9631,valerieknees,1527,3262,115,69699,I did my taxes and cleaned out my garage cuz carpe diem you never know if today's the day your government will try… https://t.co/Lym86LDQQU
Tweet,#ercot,DirttDurkTexaz,73,155,0,2777,DirttDurkTexaz,1527,3262,115,69699,yo @GregAbbott_TX ITS TIME TO #EXPOSE THE #EPA AND THEM TAKING #ERCOT #POWERSTATIONS OFF LINE https://t.co/mk9uOtsy9L
RT,#ercot,snugglezzz,182,472,0,22101,Tng2ndNg,6,22,0,19,"RT @Tng2ndNg: Want to understand more about the relationship between Natural Gas and the Electricity market?
#ERCOT #natgas #trading #Commo…"
RT,#ercot,rene_los,598,869,0,49441,News4SA,201155,3559,1168,274857,"RT @News4SA: .@Ron_Nirenberg had this to say about #ERCOT: ""As far as I'm concerned, that bill should be send to ERCOT and there will be he…"
Tweet,#ercot,sawaya_nicolas,111,213,0,782,sawaya_nicolas,201155,3559,1168,274857,"6) The reason for that is that short of a level-playing field, where everyone is forced to winterize (w/ costs pass… https://t.co/d4By23faTo"
RT,#ercot,WS57270049,256,16,1,113801,joethevoter,2180,4879,3,20844,"RT @joethevoter: #fema @fema
Don't let #texas Republicans steal federal tax dollars to reward #ercot for illegal price gouging. Require the…"
RT,#ercot,Tanz68290050,106,243,0,3152,palomacreeknews,1,12,0,13,RT @palomacreeknews: @TDEM @TXAG What about our electric bills due to #ERCOT? #ERCOTFail #Snowmageddon2021 #Snovid21 @GregAbbott_TX @GovAbb…
Tweet,#ercot,ChadHastyRadio,4552,1128,112,64458,ChadHastyRadio,1,12,0,13,"Back on air from 5-7pm on @KFYO, @1470kyyw, and @NewsTalk1290. @RepJamesFrank joins us at 5:17! #txlege #ercot https://t.co/ihgM0KwP0L"
RT,#ercot,BrainRoaring,1839,1,75,111681,GlobalLNGnews,281,245,2,1763,RT @GlobalLNGnews: A Giant Flaw in Texas Blackouts: It Cut Power to Gas Supplies. #LNG #natgas #OOTT #ONGT #TexasPowerGrid #TexasPowerOutag…
Tweet,#ercot,GlobalLNGnews,281,245,2,1763,GlobalLNGnews,281,245,2,1763,A Giant Flaw in Texas Blackouts: It Cut Power to Gas Supplies. #LNG #natgas #OOTT #ONGT #TexasPowerGrid… https://t.co/2V7z4z4NNB
Tweet,#ercot,carolotta0,96,473,0,7683,carolotta0,281,245,2,1763,Texas Pays the Price of the Culture War #texasstorm2021 #Texas #abottfailstexas #rickperry #georgewbush… https://t.co/kjqK4bgSf4
Tweet,#ercot,greennomad61,13675,8170,1176,297268,greennomad61,281,245,2,1763,"The STATE of #Texas didn't fail -politicians in office failed &amp; those ppl have names
Infrastructure suffered a prev… https://t.co/4vANrQvjnk"
RT,#ercot,WatchnDaWorld,11621,64,25,129666,WallisMarsh,1743,560,25,19739,RT @WallisMarsh: #ERCOT fail. In a 2 standard deviation weather event Wind dropped as expected. Natural Gas picked up. A major FAIL was ERC…
Tweet,#ercot,MSFreePress,3980,1397,59,3711,MSFreePress,1743,560,25,19739,"To meet the difference between high demand and low capacity, utilities are cycling power on and off to different ne… https://t.co/jAC0qIa3wg"
RT,#ercot,IgorCarron,4952,3882,1045,238531,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
Tweet,#ercot,KMusicclown,119,143,1,1191,KMusicclown,175,97,4,67,"https://t.co/qe7eCYbKFN
If the people of Texas don't wake up and throw these bums out (@GregAbbott_TX @tedcruz… https://t.co/iHdyIaAB7W"
RT,#ercot,PlattsOil,132007,695,3020,78874,PlattsOil,132007,695,3020,78874,"RT @PlattsOil: On this week's #PlattsMM Americas w/ @MowerJeff 
➡️ Winter freeze downs #crudeoil refineries, output
➡️ MEH/Midland WTI crud…"
RT,#ercot,JAndersonEnergy,2620,1051,191,14368,PlattsPower,25841,956,904,21804,"RT @PlattsPower: With #ERCOT prices less than $20/MWh, Texas stops disconnects, launches probes | #powermarkets #winterstorm #winter

* Pro…"
Tweet,#ercot,haroldlgardner,24737,18935,813,85227,haroldlgardner,25841,956,904,21804,"$100M #lawsuit alleges #negligence by #powercompany, grid operator led to Texas boys' death during #winterstorm… https://t.co/yUQsex6hlG"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,25841,956,904,21804,".@MeghanMcCain LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" v… https://t.co/zZQJLNOLLl"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,25841,956,904,21804,".@WSJ LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/yOiRo8L6R0"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,25841,956,904,21804,".@business LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/RKHx3IgD7J"
RT,#ercot,soolka,117,556,5,1192,CWynnykWilson,1527,3262,115,69699,"RT @CWynnykWilson: .@TheView LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via #FuelFi…"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@evanasmith LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/qNZ0tyURpE"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@sunny LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/tm4zL42Ud4"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@TheView LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/ZmSW62eD4D"
Tweet,#ercot,Steven_Stubbe,211,946,4,3162,Steven_Stubbe,1527,3262,115,69699,So a co-op that would get their power from the same grid that #ERCOT manages... so what’s the point https://t.co/IePZuPnkXf
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@ananavarro LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/5lMpMzZrbl"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@TheLeadCNN LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/VMfXTBhbRL"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@LesterHoltNBC LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid.""… https://t.co/1ly6cYWWtM"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@DavidMuir LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/rnm2tu9ngr"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@theatlantic LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" vi… https://t.co/4d9Oa6LPXv"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@politico LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/yohWe2rUAI"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@jaketapper LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/vdpClaUcIb"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@jimsciutto LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/7EbGInXWBG"
Tweet,#ercot,PlattsPower,25841,956,904,21804,PlattsPower,1527,3262,115,69699,"With #ERCOT prices less than $20/MWh, Texas stops disconnects, launches probes | #powermarkets #winterstorm #winter… https://t.co/dzEHlsFn5e"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@camanpour LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/z6tut5T64n"
Tweet,#ercot,chickenlife2020,3,99,0,58,chickenlife2020,1527,3262,115,69699,@HoustonChron Isn’t that the very definition of deregulation? Kinda stating the obvious here. And now they’re just… https://t.co/2G8Li9xkat
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@GStephanopoulos LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid.… https://t.co/HhE7AUkG2H"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@ThisWeekABC LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" vi… https://t.co/slSLoA1aSL"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@CNNSotu LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/EUCcKPNvHm"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@FaceTheNation LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid.""… https://t.co/F9FJhtWdxw"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@MeetThePress LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" v… https://t.co/O4LDyW7aeN"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@chucktodd LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/ax45Ccnjzk"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@margbrennan LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" vi… https://t.co/mvo2Hji1sa"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@DanRather LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/4dEwmL4obr"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@AlJazeera LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/8lpPQ8aNPn"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@Reuters LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/eyzl74jszB"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@guardian LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/v4BFDKh27H"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@latimes LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/JjzEPEgSXx"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@TexasTribune LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" v… https://t.co/Arxu823SfS"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@statesman LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/sgTX4yTQMB"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@BBCWorld LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/cVqAsNebTs"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@NPR LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/itL3QmKHSx"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1527,3262,115,69699,".@maddow @MSNBC LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid.""… https://t.co/0hVjZnK8hc"
RT,#ercot,slimjimnorm,2534,4120,16,73034,WallisMarsh,1743,560,25,19739,RT @WallisMarsh: #ERCOT fail. In a 2 standard deviation weather event Wind dropped as expected. Natural Gas picked up. A major FAIL was ERC…
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@NewsHour LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/ofqIYvVcs0"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@washingtonpost LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid.""… https://t.co/7vvDTZPzBc"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@nytimes LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/t5bQqWnC92"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@CNN LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/bk57KAj47D"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@fox7austin LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/izs83AxExd"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@cbsaustin LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/Mklcn2qSSU"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@RepLloydDoggett LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid.… https://t.co/Um1QXrkFiV"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@NorahODonnell LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid.""… https://t.co/VSuZ8eERHZ"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@KXAN_News LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/RbroIS7Xuv"
Tweet,#ercot,CWynnykWilson,1527,3262,115,69699,CWynnykWilson,1743,560,25,19739,".@KVUE  LOOKIE HERE: Gov Abbott 9/21/11 ""Today I sued the EPA for messing with Texas jobs and power grid."" via… https://t.co/JKSc5tLLMs"
Tweet,#ercot,TSLA_b_GRN,1546,862,9,20870,TSLA_b_GRN,1743,560,25,19739,@elonmusk @AustinTeslaClub Too bad #ERCOT is electrophobic. $TSLA power pack would be nice during polar dips...
RT,#ercot,GreenNewDeal_EU,6479,6,60,58977,ThatsATripShow,21,58,0,124,RT @ThatsATripShow: This week on TAT: The #Texas Power Grid + #NASA’s Mars Rover #Perseverance + #TedCruz Goes On Vacation. @thatsatripshow…
Tweet,#ercot,BBNgNews,27,167,1,90,BBNgNews,21,58,0,124,Will have an interview with Tony Buzbee @BuzbeeLaw  later today - regarding to the lawsuit against ERCOT and Enterg… https://t.co/R1L1wTZc5L
RT,#ercot,AdamWierman,696,412,2,42,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,InglouriousGwen,4889,5335,4,91920,Emolclause,112842,93028,1,61334,"RT @Emolclause: #BREAKING: #ERCOT slapped with $100M+ lawsuit from family of 11 year old who froze to death while in bed. GOOD!! 

#TheResi…"
Tweet,#ercot,ThatsATripShow,21,58,0,124,ThatsATripShow,112842,93028,1,61334,This week on TAT: The #Texas Power Grid + #NASA’s Mars Rover #Perseverance + #TedCruz Goes On Vacation.… https://t.co/L6r57yeIya
RT,#ercot,dr_alison_cs,367,189,3,5247,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,PRESIDENTDJT,117,313,1,1581,Matt_VanDyke,383346,298468,1498,4742,"RT @Matt_VanDyke: To those who praised #deregulation in #Texas as if it's some kind of political virtue...

The utility companies are laugh…"
RT,#ercot,cmcaram,549,366,6,1526,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,DixieStClairCo1,24,150,0,481,News4SA,201155,3559,1168,274857,"RT @News4SA: .@Ron_Nirenberg had this to say about #ERCOT: ""As far as I'm concerned, that bill should be send to ERCOT and there will be he…"
RT,#ercot,_nhi,329,811,6,622,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
Tweet,#ercot,geegeebythesea,5690,6233,8,646740,geegeebythesea,175,97,4,67,"#Corrupt #TexasGOP #UnfitForOffice in #Texas 
#AbbottBetrayedTexas #AbbottFailedTexasAgain #AbbottResign… https://t.co/Jur7Cln7fR"
Tweet,#ercot,RinnyTheGopher,929,167,20,5239,RinnyTheGopher,175,97,4,67,Paying these companies with YOUR tax money is still YOU paying them. If you want companies to change incompentent p… https://t.co/edfvxkL4Nd
RT,#ercot,AryanMokhtari,749,254,4,128,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,qixing_huang,1131,264,9,602,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
